"","node","mean","median","sd","n","CI_upper","CI_lower"
"55","470",-0.176723919843377,-0.1761518,0.0458950246679807,18005,-0.176053533565538,-0.177394306121216
"56","471",-0.189917316344904,-0.1883273,0.0484818047203792,18005,-0.189209145103151,-0.190625487586657
"57","472",-0.191523518405443,-0.189037,0.048049977413149,18005,-0.190821654843079,-0.192225381967807
"58","473",-0.190953454465426,-0.1887169,0.0485074442879451,18005,-0.190244908707821,-0.191662000223031
"59","474",-0.184841315715968,-0.1841804,0.0607493010720071,18005,-0.183953953782477,-0.185728677649459
"60","475",-0.190649703596157,-0.1877482,0.0707203456607224,18005,-0.189616695124368,-0.191682712067946
"61","476",-0.122486539888302,-0.1243432,0.0817022610365796,18005,-0.121293119140332,-0.123679960636272
"62","477",-0.196797084394446,-0.1975301,0.0616731440006254,18005,-0.195896227934551,-0.197697940854342
"63","478",-0.194736718632602,-0.1933704,0.05458743071225,18005,-0.193939362824282,-0.195534074440922
"64","479",-0.28728896242266,-0.2866742,0.0553939849920645,18005,-0.28647982531723,-0.288098099528091
"65","480",-0.157290276712385,-0.1565475,0.0729517425426043,18005,-0.156224674340477,-0.158355879084294
"66","481",-0.133045681999825,-0.1287291,0.0850997557939981,18005,-0.131802634219712,-0.134288729779937
"67","482",-0.225841715479034,-0.2240794,0.0197893919382599,18005,-0.2255526528432,-0.226130778114868
"68","483",-0.22572235479589,-0.2238098,0.0193711894206603,18005,-0.22543940082284,-0.22600530876894
"69","484",-0.225638517739517,-0.2237554,0.019412472198871,18005,-0.225354960751037,-0.225922074727997
"70","485",-0.261552235681644,-0.2631021,0.078920699074712,18005,-0.260399445066977,-0.262705026296311
"71","486",-0.225745088725354,-0.2240977,0.0195313968581415,18005,-0.225459794610459,-0.226030382840249
"72","487",-0.234077583475757,-0.2349045,0.073681843463275,18005,-0.233001316557044,-0.23515385039447
"73","488",-0.248652183860039,-0.2514566,0.0501511116822675,18005,-0.247919629136877,-0.249384738583201
"74","489",-0.249507405048598,-0.2517408,0.0507809459018803,18005,-0.248765650369205,-0.25024915972799
"75","490",-0.263871545793946,-0.2650249,0.070143597155074,18005,-0.262846961858079,-0.264896129729813
"76","491",-0.197569890121577,-0.1989855,0.0594122370789907,18005,-0.196702058613443,-0.198437721629712
"77","492",-0.207914924308248,-0.2082178,0.0561955562448651,18005,-0.207094078692527,-0.208735769923968
"78","493",-0.207903596548736,-0.2074787,0.0561406455665088,18005,-0.207083553010486,-0.208723640086986
"79","494",-0.204109878534829,-0.2042177,0.0795035127276962,18005,-0.202948574790943,-0.205271182278715
"80","495",-0.0950188963700434,-0.09386335,0.0782649138041667,18005,-0.0938756847772805,-0.0961621079628063
"81","496",-0.271724420288808,-0.2622061,0.0442243829017843,18005,-0.271078436989796,-0.27237040358782
"82","497",-0.271667362482644,-0.2633525,0.0440577635489882,18005,-0.271023812983996,-0.272310911981292
"83","498",-0.27490571980561,-0.2711817,0.0447662894424461,18005,-0.274251820905476,-0.275559618705743
"84","499",-0.278647167159123,-0.2737849,0.0451291841370533,18005,-0.277987967474747,-0.279306366843498
"85","500",-0.27907201206887,-0.2755991,0.045227490709449,18005,-0.278411376425419,-0.27973264771232
"86","501",-0.282182710619272,-0.2805723,0.0503950280852873,18005,-0.281446593021688,-0.282918828216857
"87","502",-0.292904819247431,-0.2921642,0.0684543709449485,18005,-0.291904909752413,-0.293904728742449
"88","503",-0.27107792594557,-0.2684967,0.0574493023046189,18005,-0.270238766925283,-0.271917084965858
"89","504",-0.27082897249764,-0.2689139,0.0581867007710588,18005,-0.26997904233567,-0.271678902659609
"90","505",-0.290533547983893,-0.292789,0.0728906238198411,18005,-0.289468838370042,-0.291598257597745
"91","506",-0.239659740634268,-0.2382155,0.0529504857643328,18005,-0.238886295597075,-0.240433185671462
"92","507",-0.239457104307692,-0.2376934,0.053076275696737,18005,-0.23868182186339,-0.240232386751994
"93","508",-0.241814906292696,-0.2366102,0.0528766467663361,18005,-0.24104253981797,-0.242587272767423
"94","509",-0.211871008347926,-0.2126053,0.0959104711249613,18005,-0.210470049001931,-0.21327196769392
"95","510",-0.236541494431738,-0.2249443,0.125438125168869,18005,-0.234709226153435,-0.238373762710041
"96","511",-0.237207028373896,-0.2285375,0.142961191540751,18005,-0.235118801561387,-0.239295255186405
"97","512",-0.262205227025826,-0.2599096,0.0434031715304677,18005,-0.261571239119311,-0.262839214932341
"98","513",-0.262353437722855,-0.2603258,0.0414976605666599,18005,-0.261747283517523,-0.262959591928187
"99","514",-0.262346095018051,-0.260218,0.0415813950299689,18005,-0.261738717707696,-0.262953472328405
